?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XAO_1000012>	"Xenopus developmental stage that starts with fertilization and ends with the formed feeding larva."	"UBERON:0000068"
<http://purl.obolibrary.org/obo/XAO_0000297>	"Anatomical direction relating to the animal pole or hemisphere."	
<http://purl.obolibrary.org/obo/XAO_0004475>	"A mature contractile cell, which has as part of its cytoplasm myofibrils organized in various patterns. Found in muscle tissue, myocytes are long, tubular cells that arise developmentally from myoblasts to form muscle. There are specialized forms: cardiac, skeletal, and smooth muscle myocytes, with various properties."	"CL:0000187"
<http://purl.obolibrary.org/obo/XAO_1000084>	"The early vitellogenic stage of the developing female gamete."	
<http://purl.obolibrary.org/obo/XAO_0006051>	"Immune system that responds broadly and fast (e.g., within hours) upon infection or injury, producing and secreting various compounds (antimicrobial peptides, interferon) and activating cellular defense such as cell-mediated cytotoxicity by natural killer (NK) cells and phagocytosis by neutrophils and macrophages. Innate immunity generally refers to any type of host responses elicited by receptor-encoded genes/gene families."	
<http://purl.obolibrary.org/obo/XAO_0004042>	"Anatomical system comprising the sum of all muscles in the body."	"UBERON:0000383"
<http://purl.obolibrary.org/obo/XAO_0005292>	"Cephalic nerve that innervates the nasal cavity and the eye."	"UBERON:0022300"
<http://purl.obolibrary.org/obo/XAO_0000034>	"A Y-shaped array of unicelluar glands on the top of the head, the open end of which faces anteriorly, that secrete an enzyme that dissolves or weakens the egg jelly and facilitates hatching. Presumptive cells of the hatching gland are present by the end of gastrualtion (NF stage 12.5) and differentiated cells start to form after neurulation is complete (NF stage 21)."	"UBERON:0002538"
<http://purl.obolibrary.org/obo/XAO_0003197>	"The sensory system used for the sense of taste."	"UBERON:0001033"
<http://purl.obolibrary.org/obo/XAO_0004335>	"Large, tapering muscle that originates on the muscular process and inserts on the ceratohyal."	
<http://purl.obolibrary.org/obo/XAO_0003263>	"A secretory cell that secretes an agonist into intercellular spaces in which it diffuses to a target cell other than that which produced it."	"CL:0000512"
<http://purl.obolibrary.org/obo/XAO_1000062>	"Nieuwkoop and Faber stage 50, corresponding to a tadpole of age about 15 days at 22-24 Celsius and having the following external morphological criteria: Forelimb bud somewhat oval-shaped in dorsal aspect. Hindlimb bud longer than broad, constricted at base, distal outline somewhat conical. Length: 20 - 27 mm."	
<http://purl.obolibrary.org/obo/XAO_0000079>	"Mesodermal structure that lies anterior to the notochord and gives rise to head mesoderm."	"UBERON:0003063"
<http://purl.obolibrary.org/obo/XAO_0004480>	"The second most anterior digit of a forelimb, consisting of a single metatarsal, 3 phalanges, and a claw."	
<http://purl.obolibrary.org/obo/XAO_0003082>		
<http://purl.obolibrary.org/obo/XAO_0004001>	"Material anatomical entity in a gaseous, liquid, semisolid or solid state; produced by anatomical structures or derived from inhaled and ingested substances that have been modified by anatomical structures as they pass through the body."	"UBERON:0000463"
<http://purl.obolibrary.org/obo/XAO_0000289>	"Pronephric segment immediately posterior to the early distal tubule and anterior to the pronephric duct."	
<http://purl.obolibrary.org/obo/XAO_0004287>	"Skeletal element that surrounds the notochord."	
<http://purl.obolibrary.org/obo/XAO_0006008>	"Type of retinal rod cell which has a cylindrical outer segment, an incisure, and likely has predominantly sealed disks."	
<http://purl.obolibrary.org/obo/XAO_0003055>	"A stem cell from which all cells of the lymphoid and myeloid lineages develop, including blood cells and cells of the immune system."	"CL:0000037"
<http://purl.obolibrary.org/obo/XAO_0006043>	"A progenitor cell committed to a myeloid lineage, including the megakaryocyte and erythroid lineages."	
<http://purl.obolibrary.org/obo/XAO_0005068>	"An axon that is part of a motor neuron and which projects outside the spinal cord to directly or indirectly control muscles."	
<http://purl.obolibrary.org/obo/XAO_0003105>	"Compartment of head somite 2 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0004373>	"Cartilaginous element comprising the lateral process of ceratohyal cartilage derived from the hyoid neural crest stream."	
<http://purl.obolibrary.org/obo/XAO_0000349>	"The aorta of a postembryonic, hatched or immature tadpole, prior to metamorphosis."	
<http://purl.obolibrary.org/obo/XAO_0004298>	"Limb segment that is the middle part of the hindlimb (i.e. the tarsus and tibia-fibula and surrounding tissues)."	
<http://purl.obolibrary.org/obo/XAO_0004185>	"The field of cardiac progenitor cells that form the heart tube in the embryonic heart."	"UBERON:0004140"
<http://purl.obolibrary.org/obo/XAO_0003164>	"Compound organ that does not contain macroscopic anatomical spaces."	"CARO:0000074 UBERON:0000491"
<http://purl.obolibrary.org/obo/XAO_0004068>	"During gastrulation, the vegetal endodermal cells that lie just below the ring of smaller suprablastoral endoderm cells."	
<http://purl.obolibrary.org/obo/XAO_1000061>	"Nieuwkoop and Faber stage 49, corresponding to a tadpole of age about 12 days at 22-24 Celsius and having the following external morphological criteria: Melanophores usually appearing around thymus gland and nerves and blood vessels of head; xantophores appearing on pericard. Forelimb bud distinct. Hindlimb bud somewhat longer, distal outline still circular, no constrictions at base. Melanophores appearing on dorsal and ventral fin. Length: 17 - 23 mm."	
<http://purl.obolibrary.org/obo/XAO_0005049>	"The ventral half of the developing neural tube that is the prethalamus."	
<http://purl.obolibrary.org/obo/XAO_0003022>	"Type of neuron that is a primary mechanosensory cell, with peripheral neurites innervating the skin with free nerve endings. It first appears in trunk levels at NF stage 33/34, and at NF stage 35/36 has somas that are the largest in the spinal cord. It forms a nearly continuous double row of cells along the cord's medial dorsal surface and contributes ascending and descending axons to the dorsal tract. It appears well back in the tail by NF stage 39, begins to decline at NF stage 50 and is few in number, with pycnotic nuclei, at NF stage 55."	"CL:0000247"
<http://purl.obolibrary.org/obo/XAO_0000332>	"Structure that is the mesonephros nephron's equivalent to the straight proximal segment of a metanephric nephron."	
<http://purl.obolibrary.org/obo/XAO_0000324>	"A unique type of neurogenic placode, located ventral and caudal to the 2nd and 3rd pharyngeal pouches, which gives rise to small hypobranchial ganglia of yet unknown function."	
<http://purl.obolibrary.org/obo/XAO_0005152>	"A muscle that originates on the otic capsule and adjacent tympanic annulus, and inserts on the pectoral girdle."	
<http://purl.obolibrary.org/obo/XAO_0000453>	"The fourth in a series of paired bars in the wall of the pharynx, within which are formed the fourth aortic arch and the cartilage bar of the visceral skeleton; forms and supports the gills."	"UBERON:0003117"
<http://purl.obolibrary.org/obo/XAO_0000122>	"Anatomical system that consists of the blood and blood forming tissues."	"UBERON:0002390"
<http://purl.obolibrary.org/obo/XAO_0000178>	"One of the two major divisions of the nervous system. Its nerves connect the central nervous system with sensory organs, other organs, muscles, blood vessels and glands."	"UBERON:0000010"
<http://purl.obolibrary.org/obo/XAO_0000382>	"The main dorsal head vein, it drains into the Duct of Cuvier, and collects blood from the dorsal jaw region, cerebral veins, the ophthalmic vein and the short pharyngeal vein. It forms loop around the olfactory bulb by NF stage 43."	"UBERON:0001586"
<http://purl.obolibrary.org/obo/XAO_0004031>	"Dense regular connective tissue connecting two or more adjacent skeletal elements or supporting an organ."	"UBERON:0000211"
<http://purl.obolibrary.org/obo/XAO_0004346>	"Muscle that arises on part of the chondrocranium and passes to the ventro-lateral region of the cerato-branchialia. It is a small muscle situated at the posterior end of the branchial skeleton."	
<http://purl.obolibrary.org/obo/XAO_0004541>	"A brain structure in the forebrain wrapped around the stria terminalis. Its largest extent can be found around the crossing of the anterior commissure."	"UBERON:0001880"
<http://purl.obolibrary.org/obo/XAO_1000024>	"Nieuwkoop and Faber stage 14, corresponding to an embryo of age 16 hr 15 min at 22-24 Celsius and having the following external morphological criteria: Neural plate stage. Cerebral part of neural plate bent downwards, with median elevation at rostral end of median groove. Initial elevation of neural folds, most pronounced in future nucal region. Blastopore always slit-shaped. Length: 1.5 - 1.6 mm."	
<http://purl.obolibrary.org/obo/XAO_0003210>	"Either of the paired, elongate, cylindrical forelimb bones of endochondral origin that extend from the pectoral girdle (shoulders) to the elbows."	"UBERON:0000976"
<http://purl.obolibrary.org/obo/XAO_0004362>	"The cartilaginous element below the epibranchial in branchial arch 4."	
<http://purl.obolibrary.org/obo/XAO_0000075>	"Deep layers of the IMZ consisting of prospective migrating mesodermal cells (which will migrate into the interior and form the leading edge of the mesodermal mantle) and prospective converging and extending mesoderm."	
<http://purl.obolibrary.org/obo/XAO_0004103>	"The portion of the neural plate border that is posterior to the mid-hindbrain junction, and from which neural crest cells arise."	
<http://purl.obolibrary.org/obo/XAO_0004479>	"The second most posterior digit of a forelimb, consisting of a single metatarsal, 3 phalanges, and a claw."	
<http://purl.obolibrary.org/obo/XAO_0000234>	"The nucleus of the oocyte, it is enclosed in a nuclear envelope and contains neucleoplasm, in which the chromosomes and extranucleoli are embedded. It breaks down as the oocyte matures, being no longer visible by the first meiotic metaphase."	
<http://purl.obolibrary.org/obo/XAO_0005131>	"A characteristically star-shaped type of glial cell found in the optic nerve, brain and spinal cord. They have many processes, giving them their star shape, which terminate in structures called end-feet. They are the most numerous glial cell in the central nervous system and can behave like phagocytes in the CNS during metamorphosis."	"CL:0000127"
<http://purl.obolibrary.org/obo/XAO_0000286>	"Portion of the pronephric tubule that is immediately posterior to the early proximal tubule and anterior to the early distal tubule."	
<http://purl.obolibrary.org/obo/XAO_0006005>	"The portion of a neuronal cell body (cell soma) that excludes the nucleus."	"GO:0043204"
<http://purl.obolibrary.org/obo/XAO_0004594>	"The pallial region located next to the pallium-subpallium boundary."	"UBERON:0014913"
<http://purl.obolibrary.org/obo/XAO_0004343>	"The 4th branchial levator muscle, which contributes to raising the branchial apparatus."	
<http://purl.obolibrary.org/obo/XAO_0005058>	"Dermal layer containing loose connective tissue and several types of glands."	"UBERON:3010599"
<http://purl.obolibrary.org/obo/XAO_0004150>	"An immature or mature cell in the lineage leading to and including erythrocytes."	"CL:0000764"
<http://purl.obolibrary.org/obo/XAO_0003242>	"A cell of the early embryo at the developmental stage in which the blastomeres, resulting from repeated mitotic divisions of the fertilized ovum (zygote), form a compact cell mass."	"CL:0000360"
<http://purl.obolibrary.org/obo/XAO_0004509>	"Layer of lateral plate mesoderm that forms the body wall lining and dermis."	
